"code_module" "code_presentation" "id_student" "gender" "region" "highest_education" "imd_band" "age_band" "num_of_prev_attempts" "studied_credits" "disability" "final_result" "score_exam" "wscore_tmas" "wscore_cmas" "sum_click_total"
"EEE" "2014B" 605367 "M" "London Region" "A Level or Equivalent" "50-60%" "35-55" 0 30 "N" "Pass" NA 83.4 NA 5665
"EEE" "2014B" 605688 "M" "South Region" "A Level or Equivalent" "30-40%" "35-55" 0 60 "N" "Pass" NA 87.32 NA 1566
"EEE" "2014B" 606127 "M" "Yorkshire Region" "A Level or Equivalent" "10-20" "0-35" 0 60 "N" "Fail" NA 57.8 NA 889
"EEE" "2014B" 606182 "M" "Scotland" "A Level or Equivalent" "70-80%" "35-55" 0 30 "N" "Pass" NA 75.56 NA 2574
"EEE" "2014B" 606350 "M" "East Anglian Region" "A Level or Equivalent" "10-20" "0-35" 1 150 "N" "Fail" NA NA NA 36
"EEE" "2014B" 607570 "M" "Wales" "Lower Than A Level" "10-20" "0-35" 0 30 "N" "Fail" NA 6.56 NA 294
"EEE" "2014B" 608152 "F" "Scotland" "HE Qualification" "90-100%" "0-35" 0 60 "N" "Pass" NA 64.08 NA 958
"EEE" "2014B" 609383 "M" "South Region" "Lower Than A Level" "60-70%" "0-35" 0 60 "N" "Fail" NA 93.2 NA 1393
"EEE" "2014B" 609450 "M" "Scotland" "HE Qualification" "40-50%" "0-35" 0 60 "N" "Fail" NA 47.6 NA 460
"EEE" "2014B" 609645 "M" "South Region" "A Level or Equivalent" "90-100%" "0-35" 0 120 "N" "Pass" NA 77.32 NA 1735
"EEE" "2014B" 610234 "M" "Scotland" "HE Qualification" "50-60%" "0-35" 0 90 "N" "Distinction" NA 89.84 NA 2888
"EEE" "2014B" 610684 "M" "East Midlands Region" "Lower Than A Level" "20-30%" "35-55" 0 30 "Y" "Pass" NA 71.76 NA 2750
"EEE" "2014B" 610718 "M" "North Region" "Lower Than A Level" "40-50%" "0-35" 0 60 "N" "Fail" NA NA NA 8
"EEE" "2014B" 611024 "F" "North Region" "Post Graduate Qualification" "" "35-55" 0 30 "N" "Pass" NA 87.76 NA 1886
"EEE" "2014B" 611407 "M" "South Region" "A Level or Equivalent" "90-100%" "0-35" 0 30 "N" "Pass" NA 85.6 NA 2156
"EEE" "2014B" 611502 "M" "West Midlands Region" "Lower Than A Level" "60-70%" "35-55" 0 60 "N" "Distinction" NA 85.92 NA 3138
"EEE" "2014B" 611999 "M" "Ireland" "A Level or Equivalent" "20-30%" "0-35" 0 30 "N" "Fail" NA 52.96 NA 1290
"EEE" "2014B" 612023 "M" "South Region" "Lower Than A Level" "30-40%" "0-35" 0 60 "N" "Fail" NA 35.48 NA 431
"EEE" "2014B" 612127 "M" "West Midlands Region" "A Level or Equivalent" "70-80%" "0-35" 0 60 "N" "Pass" NA 75.44 NA 556
"EEE" "2014B" 612327 "M" "South West Region" "A Level or Equivalent" "50-60%" "0-35" 0 30 "N" "Distinction" NA 92.96 NA 3626
"EEE" "2014B" 612397 "M" "South East Region" "Lower Than A Level" "50-60%" "35-55" 0 60 "N" "Fail" NA 34.04 NA 518
"EEE" "2014B" 612449 "M" "East Anglian Region" "A Level or Equivalent" "60-70%" "35-55" 0 30 "N" "Pass" NA 86.48 NA 3627
"EEE" "2014B" 612644 "M" "South West Region" "A Level or Equivalent" "10-20" "0-35" 0 60 "N" "Pass" NA 90.08 NA 778
"EEE" "2014B" 612673 "M" "Wales" "A Level or Equivalent" "20-30%" "0-35" 0 60 "N" "Fail" NA 10.72 NA 122
"EEE" "2014B" 612882 "M" "East Anglian Region" "HE Qualification" "20-30%" "0-35" 0 60 "N" "Fail" NA 14.4 NA 250
"EEE" "2014B" 613091 "M" "Scotland" "A Level or Equivalent" "50-60%" "0-35" 0 30 "N" "Fail" NA 36 NA 228
"EEE" "2014B" 613116 "F" "West Midlands Region" "Lower Than A Level" "70-80%" "0-35" 0 60 "N" "Fail" NA NA NA 56
"EEE" "2014B" 613122 "M" "North Western Region" "HE Qualification" "30-40%" "35-55" 0 60 "N" "Pass" NA 78.52 NA 2849
"EEE" "2014B" 613133 "M" "North Region" "Post Graduate Qualification" "" "0-35" 0 60 "N" "Pass" NA 91.88 NA 2277
"EEE" "2014B" 613213 "M" "South Region" "Lower Than A Level" "30-40%" "35-55" 0 60 "N" "Distinction" NA 93.8 NA 3930
"EEE" "2014B" 613387 "M" "North Region" "HE Qualification" "80-90%" "0-35" 0 60 "N" "Fail" NA NA NA 77
"EEE" "2014B" 613501 "M" "East Anglian Region" "Lower Than A Level" "70-80%" "0-35" 0 60 "N" "Pass" NA 41.52 NA 2011
"EEE" "2014B" 614234 "M" "Scotland" "HE Qualification" "60-70%" "35-55" 0 75 "N" "Distinction" NA 83.84 NA 1569
"EEE" "2014B" 614245 "M" "Scotland" "A Level or Equivalent" "40-50%" "35-55" 0 30 "N" "Pass" NA 81.96 NA 4470
"EEE" "2014B" 614754 "M" "Scotland" "HE Qualification" "80-90%" "0-35" 0 30 "N" "Pass" NA 81.2 NA 2555
"EEE" "2014B" 615112 "M" "Wales" "Lower Than A Level" "20-30%" "35-55" 0 30 "N" "Fail" NA NA NA 108
"EEE" "2014B" 615229 "M" "Yorkshire Region" "A Level or Equivalent" "0-10%" "0-35" 0 60 "Y" "Pass" NA 91.04 NA 3778
"EEE" "2014B" 615242 "M" "East Anglian Region" "Lower Than A Level" "0-10%" "0-35" 0 30 "N" "Fail" NA 11.36 NA 1303
"EEE" "2014B" 616386 "M" "East Midlands Region" "Lower Than A Level" "10-20" "35-55" 0 60 "N" "Pass" NA 83.88 NA 3303
"EEE" "2014B" 616439 "M" "East Anglian Region" "A Level or Equivalent" "50-60%" "0-35" 0 60 "N" "Pass" NA 67.48 NA 1367
"EEE" "2014B" 616708 "M" "South East Region" "A Level or Equivalent" "70-80%" "0-35" 0 30 "N" "Fail" NA 15.36 NA 506
"EEE" "2014B" 616831 "M" "North Western Region" "Lower Than A Level" "0-10%" "0-35" 0 60 "N" "Distinction" NA 86.64 NA 1269
"EEE" "2014B" 616927 "M" "North Region" "A Level or Equivalent" "70-80%" "0-35" 0 30 "N" "Fail" NA 39.44 NA 1481
"EEE" "2014B" 617186 "F" "London Region" "Lower Than A Level" "0-10%" "0-35" 0 60 "N" "Fail" NA NA NA 12
"EEE" "2014B" 617355 "F" "South Region" "Lower Than A Level" "30-40%" "0-35" 0 60 "N" "Pass" NA 82.04 NA 5428
"EEE" "2014B" 617365 "M" "Scotland" "Lower Than A Level" "20-30%" "0-35" 0 60 "N" "Distinction" NA 88.36 NA 1889
"EEE" "2014B" 617418 "M" "North Western Region" "A Level or Equivalent" "20-30%" "0-35" 0 30 "N" "Fail" NA 58.28 NA 594
"EEE" "2014B" 617455 "M" "East Anglian Region" "A Level or Equivalent" "70-80%" "0-35" 0 30 "N" "Pass" NA 44.32 NA 896
"EEE" "2014B" 617531 "M" "Scotland" "HE Qualification" "50-60%" "0-35" 0 120 "N" "Pass" NA 67.36 NA 1819
"EEE" "2014B" 618078 "M" "East Midlands Region" "A Level or Equivalent" "10-20" "0-35" 0 60 "N" "Fail" NA 50.88 NA 225
"EEE" "2014B" 618571 "M" "North Region" "A Level or Equivalent" "0-10%" "35-55" 0 60 "N" "Pass" NA 82.52 NA 1800
"EEE" "2014B" 618583 "F" "East Anglian Region" "A Level or Equivalent" "20-30%" "0-35" 0 90 "Y" "Pass" NA 85.28 NA 1465
"EEE" "2014B" 618606 "M" "East Midlands Region" "A Level or Equivalent" "10-20" "0-35" 0 60 "N" "Pass" NA 52.64 NA 4446
"EEE" "2014B" 618777 "M" "South West Region" "A Level or Equivalent" "60-70%" "0-35" 0 60 "N" "Pass" NA 91.64 NA 3395
"EEE" "2014B" 618824 "F" "Wales" "Lower Than A Level" "0-10%" "0-35" 0 60 "N" "Distinction" NA 83.44 NA 1801
"EEE" "2014B" 618982 "M" "South East Region" "Lower Than A Level" "50-60%" "0-35" 0 30 "N" "Pass" NA 70.32 NA 1127
"EEE" "2014B" 619014 "M" "Yorkshire Region" "A Level or Equivalent" "30-40%" "0-35" 0 60 "N" "Pass" NA 60.36 NA 1086
"EEE" "2014B" 619292 "M" "North Region" "A Level or Equivalent" "" "35-55" 0 60 "N" "Distinction" NA 95.8 NA 3758
"EEE" "2014B" 619380 "M" "South East Region" "A Level or Equivalent" "50-60%" "0-35" 0 30 "N" "Pass" NA 85.84 NA 1659
"EEE" "2014B" 619503 "M" "North Region" "A Level or Equivalent" "70-80%" "0-35" 0 30 "N" "Pass" NA 71.44 NA 1762
"EEE" "2014B" 619927 "M" "South West Region" "Lower Than A Level" "30-40%" "0-35" 0 30 "N" "Distinction" NA 96.36 NA 9195
"EEE" "2014B" 619928 "F" "South West Region" "Lower Than A Level" "30-40%" "0-35" 0 30 "N" "Distinction" NA 97.2 NA 5497
"EEE" "2014B" 620215 "M" "North Western Region" "A Level or Equivalent" "0-10%" "0-35" 0 60 "Y" "Pass" NA 70.08 NA 1891
"EEE" "2014B" 620260 "M" "North Western Region" "A Level or Equivalent" "30-40%" "35-55" 0 60 "N" "Fail" NA NA NA 40
"EEE" "2014B" 620369 "M" "Wales" "A Level or Equivalent" "30-40%" "0-35" 0 75 "N" "Pass" NA 83.48 NA 3592
"EEE" "2014B" 620414 "M" "East Midlands Region" "Lower Than A Level" "60-70%" "0-35" 0 30 "N" "Fail" NA 65.72 NA 1095
"EEE" "2014B" 620646 "M" "South Region" "Lower Than A Level" "90-100%" "0-35" 0 60 "N" "Pass" NA 56.68 NA 658
"EEE" "2014B" 620716 "M" "Ireland" "Lower Than A Level" "60-70%" "0-35" 0 30 "Y" "Distinction" NA 90.36 NA 3353
"EEE" "2014B" 620876 "M" "South Region" "A Level or Equivalent" "80-90%" "0-35" 0 60 "N" "Fail" NA 44.04 NA 381
"EEE" "2014B" 620916 "M" "East Midlands Region" "Lower Than A Level" "10-20" "0-35" 0 60 "N" "Fail" NA 62.8 NA 583
"EEE" "2014B" 621401 "M" "Yorkshire Region" "A Level or Equivalent" "30-40%" "0-35" 0 60 "N" "Fail" NA NA NA 58
"EEE" "2014B" 621414 "M" "North Region" "Lower Than A Level" "40-50%" "35-55" 0 30 "N" "Pass" NA 55.96 NA 2061
"EEE" "2014B" 621655 "M" "North Western Region" "Lower Than A Level" "70-80%" "0-35" 0 60 "N" "Pass" NA 71.92 NA 1271
"EEE" "2014B" 621906 "M" "South East Region" "Lower Than A Level" "80-90%" "0-35" 0 60 "N" "Fail" NA 67 NA 1624
"EEE" "2014B" 622015 "M" "Scotland" "Lower Than A Level" "70-80%" "0-35" 0 60 "N" "Fail" NA 59.56 NA 936
"EEE" "2014B" 622037 "M" "East Anglian Region" "A Level or Equivalent" "20-30%" "0-35" 0 30 "N" "Fail" NA 75.76 NA 2406
"EEE" "2014B" 622280 "M" "Scotland" "Lower Than A Level" "0-10%" "35-55" 0 30 "N" "Fail" NA 32.44 NA 1038
"EEE" "2014B" 622368 "M" "South Region" "Lower Than A Level" "90-100%" "35-55" 0 60 "Y" "Pass" NA 81.68 NA 1854
"EEE" "2014B" 622425 "M" "North Western Region" "A Level or Equivalent" "40-50%" "0-35" 0 30 "N" "Pass" NA 82.48 NA 1599
"EEE" "2014B" 622609 "M" "Yorkshire Region" "A Level or Equivalent" "10-20" "0-35" 0 30 "N" "Pass" NA 67.36 NA 798
"EEE" "2014B" 622812 "M" "East Midlands Region" "A Level or Equivalent" "70-80%" "0-35" 0 30 "Y" "Distinction" NA 90.88 NA 2228
"EEE" "2014B" 622948 "M" "North Region" "A Level or Equivalent" "30-40%" "0-35" 0 60 "N" "Pass" NA 77.64 NA 740
"EEE" "2014B" 623079 "M" "South West Region" "Lower Than A Level" "50-60%" "0-35" 0 30 "N" "Pass" NA 96.8 NA 3335
"EEE" "2014B" 623100 "M" "London Region" "A Level or Equivalent" "40-50%" "0-35" 0 30 "N" "Pass" NA 88.52 NA 2655
"EEE" "2014B" 623105 "M" "North Western Region" "Lower Than A Level" "60-70%" "0-35" 0 30 "N" "Fail" NA NA NA 31
"EEE" "2014B" 623115 "M" "East Midlands Region" "A Level or Equivalent" "60-70%" "0-35" 0 60 "N" "Fail" NA 34.8 NA 727
"EEE" "2014B" 623184 "F" "South West Region" "A Level or Equivalent" "80-90%" "0-35" 0 60 "N" "Fail" NA 15.52 NA 391
"EEE" "2014B" 623250 "M" "East Anglian Region" "A Level or Equivalent" "10-20" "0-35" 0 60 "N" "Pass" NA 85.4 NA 1967
"EEE" "2014B" 623421 "M" "East Midlands Region" "A Level or Equivalent" "70-80%" "0-35" 0 60 "N" "Pass" NA 77.68 NA 601
"EEE" "2014B" 623562 "M" "West Midlands Region" "A Level or Equivalent" "70-80%" "0-35" 0 60 "Y" "Pass" NA 89.92 NA 768
"EEE" "2014B" 623609 "M" "North Western Region" "Lower Than A Level" "50-60%" "35-55" 0 60 "N" "Fail" NA 8.64 NA 273
"EEE" "2014B" 623667 "M" "South East Region" "A Level or Equivalent" "30-40%" "0-35" 0 60 "N" "Pass" NA 90.44 NA 1586
"EEE" "2014B" 623738 "M" "London Region" "A Level or Equivalent" "20-30%" "35-55" 0 90 "N" "Fail" NA 83.88 NA 2512
"EEE" "2014B" 623780 "M" "Scotland" "Lower Than A Level" "70-80%" "0-35" 0 60 "N" "Pass" NA 83.92 NA 1290
"EEE" "2014B" 623797 "F" "North Region" "Lower Than A Level" "0-10%" "35-55" 0 60 "N" "Pass" NA 64.28 NA 5033
"EEE" "2014B" 623864 "F" "London Region" "A Level or Equivalent" "30-40%" "0-35" 0 60 "N" "Pass" NA 83.04 NA 2243
"EEE" "2014B" 623940 "M" "Wales" "A Level or Equivalent" "20-30%" "0-35" 0 60 "N" "Fail" NA 27.52 NA 856
"EEE" "2014B" 624092 "M" "South East Region" "Lower Than A Level" "70-80%" "0-35" 0 30 "N" "Fail" NA 76.4 NA 624
"EEE" "2014B" 624153 "M" "West Midlands Region" "Lower Than A Level" "80-90%" "0-35" 0 60 "N" "Fail" NA 61 NA 541
"EEE" "2014B" 624441 "M" "South Region" "A Level or Equivalent" "90-100%" "0-35" 0 60 "N" "Pass" NA 91.72 NA 862
"EEE" "2014B" 624469 "M" "Yorkshire Region" "Lower Than A Level" "70-80%" "35-55" 0 30 "N" "Pass" NA NA NA 2093
"EEE" "2014B" 624782 "F" "East Anglian Region" "Lower Than A Level" "30-40%" "0-35" 0 60 "N" "Pass" NA 69.52 NA 967
"EEE" "2014B" 625067 "M" "West Midlands Region" "HE Qualification" "90-100%" "0-35" 0 30 "N" "Pass" NA 84.6 NA 2357
"EEE" "2014B" 625126 "M" "North Western Region" "Lower Than A Level" "80-90%" "0-35" 0 60 "N" "Pass" NA 52.4 NA 1811
"EEE" "2014B" 625174 "F" "East Anglian Region" "A Level or Equivalent" "40-50%" "0-35" 0 60 "N" "Distinction" NA 88.72 NA 1780
"EEE" "2014B" 625213 "M" "Yorkshire Region" "Lower Than A Level" "50-60%" "0-35" 0 60 "N" "Fail" NA 66.48 NA 1346
"EEE" "2014B" 625476 "M" "North Western Region" "Lower Than A Level" "60-70%" "0-35" 0 60 "N" "Distinction" NA 83.76 NA 2280
"EEE" "2014B" 625527 "M" "North Region" "A Level or Equivalent" "70-80%" "0-35" 0 60 "N" "Pass" NA 77.92 NA 2646
"EEE" "2014B" 625541 "M" "Yorkshire Region" "Lower Than A Level" "20-30%" "0-35" 0 30 "N" "Pass" NA 86.44 NA 2385
"EEE" "2014B" 625740 "M" "North Western Region" "HE Qualification" "30-40%" "0-35" 0 60 "N" "Pass" NA 61 NA 860
"EEE" "2014B" 625790 "M" "South Region" "Lower Than A Level" "70-80%" "0-35" 0 60 "N" "Fail" NA 64.32 NA 1242
"EEE" "2014B" 625841 "M" "North Western Region" "A Level or Equivalent" "20-30%" "0-35" 0 60 "N" "Fail" NA NA NA 417
"EEE" "2014B" 625861 "M" "West Midlands Region" "A Level or Equivalent" "50-60%" "0-35" 0 60 "N" "Pass" NA 92.72 NA 2363
"EEE" "2014B" 625953 "M" "London Region" "HE Qualification" "10-20" "35-55" 0 90 "N" "Pass" NA 85.72 NA 1533
"EEE" "2014B" 625975 "M" "West Midlands Region" "A Level or Equivalent" "50-60%" "0-35" 0 60 "Y" "Fail" NA 11.68 NA 334
"EEE" "2014B" 626055 "F" "Scotland" "HE Qualification" "10-20" "0-35" 0 90 "N" "Fail" NA 9.76 NA 1119
"EEE" "2014B" 626183 "M" "East Anglian Region" "Lower Than A Level" "0-10%" "0-35" 0 60 "N" "Pass" NA 47.92 NA 778
"EEE" "2014B" 626296 "M" "South Region" "Lower Than A Level" "80-90%" "0-35" 0 90 "N" "Pass" NA 90.32 NA 1249
"EEE" "2014B" 626407 "M" "South East Region" "Lower Than A Level" "20-30%" "0-35" 0 60 "N" "Pass" NA 88.96 NA 2780
"EEE" "2014B" 626494 "M" "Scotland" "A Level or Equivalent" "50-60%" "0-35" 0 60 "N" "Fail" NA 12.16 NA 345
"EEE" "2014B" 626516 "M" "East Midlands Region" "Lower Than A Level" "60-70%" "35-55" 0 60 "N" "Fail" NA 55.6 NA 1364
"EEE" "2014B" 626519 "M" "London Region" "A Level or Equivalent" "70-80%" "0-35" 0 30 "N" "Pass" NA 86.16 NA 2200
"EEE" "2014B" 626625 "M" "Scotland" "A Level or Equivalent" "50-60%" "0-35" 0 90 "N" "Pass" NA 83.08 NA 1994
"EEE" "2014B" 626714 "M" "West Midlands Region" "A Level or Equivalent" "70-80%" "0-35" 0 60 "N" "Pass" NA 90.2 NA 903
"EEE" "2014B" 626749 "M" "London Region" "A Level or Equivalent" "20-30%" "0-35" 0 30 "N" "Pass" NA 68.36 NA 567
"EEE" "2014B" 626753 "M" "North Region" "A Level or Equivalent" "0-10%" "0-35" 0 30 "N" "Pass" NA 77.16 NA 1346
"EEE" "2014B" 626768 "M" "London Region" "A Level or Equivalent" "40-50%" "35-55" 0 30 "Y" "Pass" NA 73.48 NA 2838
"EEE" "2014B" 626772 "M" "London Region" "Lower Than A Level" "70-80%" "0-35" 0 60 "N" "Fail" NA 33.2 NA 584
"EEE" "2014B" 626877 "M" "West Midlands Region" "A Level or Equivalent" "40-50%" "0-35" 0 60 "N" "Pass" NA 68.28 NA 658
"EEE" "2014B" 626906 "M" "South Region" "Lower Than A Level" "90-100%" "0-35" 0 60 "N" "Fail" NA NA NA 206
"EEE" "2014B" 627290 "M" "South East Region" "Lower Than A Level" "80-90%" "0-35" 0 30 "N" "Fail" NA 30.12 NA 561
"EEE" "2014B" 627387 "M" "West Midlands Region" "HE Qualification" "50-60%" "0-35" 0 60 "N" "Pass" NA 85.76 NA 638
"EEE" "2014B" 627399 "F" "North Western Region" "A Level or Equivalent" "0-10%" "0-35" 0 60 "N" "Distinction" NA 91.72 NA 2728
"EEE" "2014B" 627401 "M" "London Region" "HE Qualification" "40-50%" "0-35" 0 30 "N" "Distinction" NA 89.92 NA 1930
"EEE" "2014B" 627450 "M" "North Region" "Lower Than A Level" "" "0-35" 0 30 "N" "Pass" NA 79.84 NA 3167
"EEE" "2014B" 627461 "M" "Wales" "A Level or Equivalent" "50-60%" "0-35" 0 30 "N" "Fail" NA 10.56 NA 345
"EEE" "2014B" 627471 "F" "Scotland" "Lower Than A Level" "50-60%" "0-35" 0 30 "N" "Pass" NA 91.28 NA 1733
"EEE" "2014B" 627516 "M" "Wales" "Lower Than A Level" "50-60%" "35-55" 0 60 "N" "Pass" NA 73.6 NA 2589
"EEE" "2014B" 627636 "M" "East Midlands Region" "Lower Than A Level" "80-90%" "0-35" 0 60 "N" "Pass" NA 71.84 NA 2110
"EEE" "2014B" 627711 "M" "West Midlands Region" "A Level or Equivalent" "10-20" "0-35" 0 60 "N" "Pass" NA 68.72 NA 1361
"EEE" "2014B" 627750 "F" "Scotland" "HE Qualification" "40-50%" "0-35" 0 60 "N" "Pass" NA 62.4 NA 949
"EEE" "2014B" 627907 "M" "South Region" "Lower Than A Level" "10-20" "0-35" 0 60 "N" "Pass" NA 85.92 NA 1853
"EEE" "2014B" 627961 "M" "Wales" "Lower Than A Level" "40-50%" "0-35" 0 30 "N" "Fail" NA 30.96 NA 703
"EEE" "2014B" 628300 "M" "East Anglian Region" "A Level or Equivalent" "40-50%" "0-35" 0 30 "N" "Pass" NA 81.84 NA 1218
"EEE" "2014B" 628718 "M" "Scotland" "A Level or Equivalent" "60-70%" "0-35" 0 90 "Y" "Pass" NA 46.76 NA 789
"EEE" "2014B" 628777 "M" "London Region" "A Level or Equivalent" "50-60%" "0-35" 0 30 "N" "Pass" NA 73.44 NA 877
"EEE" "2014B" 628910 "M" "London Region" "A Level or Equivalent" "60-70%" "0-35" 0 30 "N" "Pass" NA 83.28 NA 2597
"EEE" "2014B" 628914 "M" "London Region" "HE Qualification" "30-40%" "35-55" 0 30 "N" "Fail" NA 8.96 NA 561
"EEE" "2014B" 628959 "M" "North Western Region" "A Level or Equivalent" "70-80%" "0-35" 0 30 "N" "Pass" NA 64.52 NA 1764
"EEE" "2014B" 629081 "M" "Scotland" "HE Qualification" "40-50%" "0-35" 0 60 "N" "Fail" NA 36.8 NA 244
"EEE" "2014B" 629089 "M" "Yorkshire Region" "A Level or Equivalent" "50-60%" "35-55" 0 60 "N" "Fail" NA 53.6 NA 317
"EEE" "2014B" 629202 "M" "North Region" "HE Qualification" "40-50%" "0-35" 0 30 "N" "Distinction" NA 90.88 NA 1167
"EEE" "2014B" 629342 "F" "Yorkshire Region" "HE Qualification" "30-40%" "35-55" 0 60 "N" "Fail" NA 90 NA 1950
"EEE" "2014B" 629500 "M" "South East Region" "A Level or Equivalent" "80-90%" "0-35" 0 60 "N" "Fail" NA 86.08 NA 1037
"EEE" "2014B" 629506 "M" "Scotland" "Lower Than A Level" "80-90%" "0-35" 0 60 "N" "Pass" NA 83.12 NA 1568
"EEE" "2014B" 629601 "M" "Scotland" "HE Qualification" "50-60%" "0-35" 0 60 "N" "Pass" NA 70.24 NA 2320
"EEE" "2014B" 629654 "F" "South Region" "A Level or Equivalent" "30-40%" "0-35" 0 60 "N" "Pass" NA 65.56 NA 846
"EEE" "2014B" 629753 "M" "Scotland" "A Level or Equivalent" "60-70%" "35-55" 0 30 "N" "Pass" NA 91.28 NA 5321
"EEE" "2014B" 629906 "M" "North Western Region" "Lower Than A Level" "0-10%" "35-55" 0 60 "Y" "Fail" NA 40.92 NA 2296
"EEE" "2014B" 630047 "M" "South East Region" "Lower Than A Level" "10-20" "0-35" 0 60 "N" "Pass" NA 92.08 NA 2741
"EEE" "2014B" 630086 "M" "Scotland" "HE Qualification" "60-70%" "0-35" 0 60 "N" "Pass" NA 81.48 NA 1150
"EEE" "2014B" 630165 "M" "North Region" "A Level or Equivalent" "90-100%" "0-35" 0 30 "N" "Pass" NA 64 NA 1690
"EEE" "2014B" 630449 "M" "South West Region" "A Level or Equivalent" "60-70%" "0-35" 0 60 "N" "Pass" NA 92.24 NA 1346
"EEE" "2014B" 630585 "M" "North Western Region" "Lower Than A Level" "20-30%" "0-35" 0 120 "N" "Fail" NA 50.04 NA 678
"EEE" "2014B" 630606 "M" "East Anglian Region" "A Level or Equivalent" "30-40%" "0-35" 0 60 "N" "Pass" NA 80.96 NA 1307
"EEE" "2014B" 630635 "M" "London Region" "A Level or Equivalent" "0-10%" "35-55" 0 60 "N" "Pass" NA 77.28 NA 867
"EEE" "2014B" 630657 "M" "North Region" "A Level or Equivalent" "10-20" "0-35" 0 60 "N" "Fail" NA 38.68 NA 325
"EEE" "2014B" 630696 "M" "East Anglian Region" "Lower Than A Level" "70-80%" "0-35" 0 60 "N" "Fail" NA 23.92 NA 917
"EEE" "2014B" 630722 "M" "North Western Region" "Lower Than A Level" "60-70%" "0-35" 0 30 "N" "Pass" NA 74.56 NA 1467
"EEE" "2014B" 630825 "M" "East Midlands Region" "Lower Than A Level" "70-80%" "0-35" 0 60 "N" "Fail" NA NA NA 41
"EEE" "2014B" 630888 "M" "North Western Region" "A Level or Equivalent" "0-10%" "0-35" 0 60 "N" "Pass" NA 57.68 NA 1230
"EEE" "2014B" 630900 "M" "East Anglian Region" "A Level or Equivalent" "70-80%" "35-55" 0 30 "N" "Distinction" NA 90.36 NA 4323
"EEE" "2014B" 631016 "M" "North Region" "Lower Than A Level" "0-10%" "0-35" 0 30 "N" "Pass" NA 72.96 NA 3112
"EEE" "2014B" 631073 "M" "South West Region" "HE Qualification" "30-40%" "0-35" 0 30 "N" "Distinction" NA 91.16 NA 1290
"EEE" "2014B" 631117 "M" "North Region" "HE Qualification" "" "35-55" 0 30 "N" "Distinction" NA 88.08 NA 3332
"EEE" "2014B" 631334 "M" "South Region" "A Level or Equivalent" "40-50%" "0-35" 0 60 "Y" "Distinction" NA 91.72 NA 1318
"EEE" "2014B" 631356 "M" "South Region" "HE Qualification" "70-80%" "0-35" 0 30 "N" "Pass" NA 86.92 NA 1695
"EEE" "2014B" 631453 "M" "South Region" "A Level or Equivalent" "50-60%" "0-35" 0 60 "N" "Pass" NA 74.48 NA 1405
"EEE" "2014B" 631509 "M" "Scotland" "Lower Than A Level" "50-60%" "35-55" 0 30 "N" "Pass" NA 79.92 NA 2650
"EEE" "2014B" 631655 "M" "East Anglian Region" "HE Qualification" "80-90%" "0-35" 0 60 "N" "Pass" NA 82.96 NA 1493
"EEE" "2014B" 632004 "M" "West Midlands Region" "HE Qualification" "60-70%" "35-55" 0 30 "N" "Distinction" NA 85.72 NA 1475
"EEE" "2014B" 632074 "M" "Scotland" "A Level or Equivalent" "60-70%" "0-35" 0 60 "N" "Pass" NA 81.8 NA 1774
"EEE" "2014B" 632083 "M" "West Midlands Region" "A Level or Equivalent" "80-90%" "35-55" 0 30 "N" "Distinction" NA 95.52 NA 6609
"EEE" "2014B" 632111 "M" "North Western Region" "A Level or Equivalent" "50-60%" "0-35" 0 60 "N" "Distinction" NA 93.68 NA 935
"EEE" "2014B" 632389 "M" "North Region" "A Level or Equivalent" "60-70%" "0-35" 0 30 "N" "Distinction" NA 86.84 NA 3736
"EEE" "2014B" 632459 "M" "London Region" "A Level or Equivalent" "90-100%" "0-35" 0 60 "N" "Pass" NA 77.68 NA 1733
"EEE" "2014B" 632641 "F" "West Midlands Region" "A Level or Equivalent" "0-10%" "0-35" 0 60 "N" "Pass" NA 78.32 NA 1060
"EEE" "2014B" 632700 "M" "London Region" "A Level or Equivalent" "0-10%" "0-35" 0 30 "N" "Pass" NA 77.68 NA 1759
"EEE" "2014B" 632800 "M" "South West Region" "Lower Than A Level" "20-30%" "0-35" 0 30 "N" "Fail" NA 83.04 NA 2855
"EEE" "2014B" 632883 "M" "Wales" "Lower Than A Level" "60-70%" "0-35" 0 30 "N" "Pass" NA 77.36 NA 1201
"EEE" "2014B" 632904 "M" "Scotland" "HE Qualification" "40-50%" "0-35" 0 60 "N" "Distinction" NA 91.64 NA 1813
"EEE" "2014B" 632977 "M" "South West Region" "A Level or Equivalent" "60-70%" "0-35" 0 30 "Y" "Pass" NA 78.88 NA 1291
"EEE" "2014B" 633107 "M" "Scotland" "HE Qualification" "70-80%" "0-35" 0 60 "N" "Pass" NA 86.28 NA 1756
"EEE" "2014B" 633259 "M" "North Western Region" "Lower Than A Level" "50-60%" "0-35" 0 30 "N" "Fail" NA 15.04 NA 206
"EEE" "2014B" 633270 "M" "South West Region" "No Formal quals" "20-30%" "0-35" 0 60 "N" "Pass" NA 70.32 NA 1972
"EEE" "2014B" 633304 "M" "North Western Region" "Lower Than A Level" "30-40%" "0-35" 0 30 "N" "Pass" NA 57.56 NA 803
"EEE" "2014B" 633310 "M" "East Midlands Region" "A Level or Equivalent" "40-50%" "0-35" 0 60 "N" "Pass" NA 74.96 NA 856
